cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
2006-01-03 16:52:00.0000000,STANFORD AVE / EDGEWATER RD,2,2C        ,601,10851 VC AUTO THEFT LOCATE,2404,38.60918097,-121.4618136
2006-01-03 16:59:00.0000000,21ST ST / MATSON DR,5,5A        ,1383,20002(A) HIT/RUN,5401,38.48540584,-121.4923996
2006-01-03 17:00:00.0000000,7328 LUTHER DR,5,5B        ,1369,459 PC  BURGLARY VEHICLE,2299,38.49109084,-121.4634092
2006-01-03 17:00:00.0000000,1522 SILICA AVE,2,2C        ,605,459 PC  BURGLARY BUSINESS,2203,38.60858334,-121.4326769
2006-01-03 17:00:00.0000000,GLORIA DR / FLORIN RD,4,4C        ,1262,487(A) PC GRAND THEFT,2303,38.50422234,-121.5379108
2006-01-03 17:00:00.0000000,BROADWAY / SAN RAFAEL CT,6,6A        ,1015,NON INJ HR/MAIL OUT REPORT,7000,38.5467716,-121.458959
2006-01-03 17:05:00.0000000,3500 FLORIN RD,5,5B        ,1367,5150 WI DANGER SELF/OTHERS,7000,38.49407763,-121.4673944
2006-01-03 17:08:00.0000000,3500 FLORIN RD,5,5B        ,1367,5150 WI DANGER SELF/OTHERS,7000,38.49407763,-121.4673944
2006-01-03 17:12:00.0000000,5 RESTORATION CT,5,5B        ,1602,529 PC FALSE PERSONATION,2604,38.48642245,-121.4568798
2006-01-03 17:14:00.0000000,200 N 16TH ST,3,3A        ,706,TOWED/STORED VEHICLE,7000,38.5898202,-121.4812549
2006-01-03 17:30:00.0000000,1417 AUBURN BLVD,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER,2404,38.61141174,-121.4343762
2006-01-03 17:30:00.0000000,1417 AUBURN BLVD,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER,2404,38.61141174,-121.4343762
2006-01-03 17:30:00.0000000,3501 MEADOWVIEW RD,5,5B        ,1399,459 PC  BURGLARY VEHICLE,2299,38.48160193,-121.4654193
2006-01-03 17:44:00.0000000,5501 POWER INN RD,6,6C        ,1145,211 PC ROBBERY- BUSINESS,1299,38.5259245,-121.4084943
2006-01-03 17:44:00.0000000,1669 ARDEN WAY,2,2C        ,619,487(A) PC GRAND THEFT,2303,38.59994183,-121.4276508
2006-01-03 17:49:00.0000000,3291 TRUXEL RD,1,1B        ,412,487(A) PC GRAND THEFT,2303,38.6270814,-121.4984478
2006-01-03 17:52:00.0000000,16TH ST / CAPITOL AVE N ST ALY,3,3M        ,746,TOWED/STORED VEHICLE,7000,38.57421273,-121.4869021
2006-01-03 17:55:00.0000000,EL MANGO WAY / SAVANNAH LN,5,5B        ,1602,422 PC THREAT/INTENT TO TERROR,1602,38.4831539,-121.4549413
2006-01-03 18:00:00.0000000,1920 T ST,3,3A        ,774,459 PC  BURGLARY VEHICLE,2299,38.56970242,-121.49847
2006-01-03 18:00:00.0000000,1920 T ST,3,3A        ,774,459 PC  BURGLARY VEHICLE,2299,38.56970242,-121.49847
2006-01-03 18:00:00.0000000,8785 CENTER PKWY,5,5C        ,1654,484 PC   PETTY THEFT/INSIDE,2308,38.43922779,-121.4190329
2006-01-03 18:00:00.0000000,7012 WOODBINE AVE,4,4B        ,1356,FAMILY DISTURBANCE - I RPT,7000,38.49904003,-121.4795627
2006-01-03 18:00:00.0000000,211 30TH ST,3,3C        ,801,487(A) PC GRAND THEFT,2303,38.58138835,-121.4622017
2006-01-03 18:01:00.0000000,1725 FRIENZA AVE,2,2C        ,567,10851 VC AUTO THEFT LOCATE,2404,38.61319803,-121.4262914
2006-01-03 18:12:00.0000000,5741 63RD ST,6,6B        ,1402,459 PC  BURGLARY RESIDENCE,2204,38.52298255,-121.4307286
2006-01-03 18:15:00.0000000,3150 J ST,3,3C        ,841,594(B)(2)(A) VANDALISM/ -$400,2999,38.57235387,-121.4639068
2006-01-03 18:30:00.0000000,5108 CAMINO ROYALE DR,5,5B        ,1631,THREATS - I RPT,7000,38.46405311,-121.4405755
2006-01-03 18:30:00.0000000,2808 MENDEL WAY,1,1C        ,436,459 PC  BURGLARY VEHICLE,2299,38.61582702,-121.4886746
2006-01-03 18:40:00.0000000,7707 COLLEGE TOWN DR,3,3C        ,888,211 PC  ROBBERY UNSPECIFIED,1299,38.55424238,-121.4142079
2006-01-03 18:45:00.0000000,1701 ARDEN WAY,2,2C        ,619,211 PC ROBBERY- BUSINESS,1299,38.60027317,-121.4252477
2006-01-03 18:45:00.0000000,STOCKTON BLVD / SHERMAN WAY,6,6B        ,1005,10851(A)VC TAKE VEH W/O OWNER,2404,38.55441531,-121.4575722
2006-01-03 18:46:00.0000000,14TH AVE / MARTIN LUTHER KING JR BLVD,6,6A        ,1042,NARCOTICS SUSP/EVID/ACT- I RPT,7000,38.53952458,-121.4647617
2006-01-03 18:49:00.0000000,6 WINDANCE CT,5,5C        ,1653,459 PC  BURGLARY RESIDENCE,2204,38.44734129,-121.4287891
2006-01-03 18:50:00.0000000,4312 PINELL ST,2,2A        ,226,459 PC  BURGLARY BUSINESS,2203,38.64543073,-121.419831
2006-01-03 18:55:00.0000000,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,38.63862878,-121.3815598
2006-01-03 18:55:00.0000000,K ST / 7TH ST,3,3M        ,742,11357(B)HS POSS -28.5GR MARIJ,3562,38.58026647,-121.4979339
2006-01-03 18:58:00.0000000,8001 BRUCEVILLE RD,5,5C        ,1639,243(D) PC BATT/CIVILIAN W/INJ,1315,38.46689445,-121.4170895
2006-01-03 18:59:00.0000000,L ST / 19TH ST,3,3M        ,746,5150 WI DANGER SELF/OTHERS,7000,38.57484527,-121.4821859
2006-01-03 19:00:00.0000000,4207 52ND ST,6,6B        ,1064,496(A) RECEIVE STOLEN PROPERTY,2803,38.53613202,-121.4452442
2006-01-03 19:00:00.0000000,599 50TH ST,3,3C        ,814,10851(A)VC TAKE VEH W/O OWNER,2404,38.57097333,-121.4408319
2006-01-03 19:00:00.0000000,1941 WATERFORD RD,2,2C        ,617,MISSING PERSON,7000,38.60093347,-121.422191
2006-01-03 19:00:00.0000000,3500 FLORIN RD,5,5B        ,1367,484 PC   PETTY THEFT/INSIDE,2308,38.49407763,-121.4673944
2006-01-03 19:00:00.0000000,7636 24TH ST,5,5A        ,1503,476 PC PASS FICTICIOUS CHECK,2501,38.47987012,-121.4806735
2006-01-03 19:10:00.0000000,15 CARTHAGE CT,6,6C        ,1443,TOWED/STORED VEHICLE,7000,38.50576856,-121.4181141
2006-01-03 19:15:00.0000000,1900 CANTERBURY RD,2,2C        ,613,11351.5 HS POSS SALE RCK COCAI,3532,38.60108154,-121.456171
2006-01-03 19:18:00.0000000,1048 DIXIEANNE AVE,2,2C        ,604,SUSP PERS-NO CRIME - I RPT,7000,38.60915546,-121.4430593
2006-01-03 19:50:00.0000000,29TH ST / R ST,3,3B        ,768,TRAFFIC-ACCIDENT INJURY,5400,38.56465716,-121.471708
2006-01-03 19:52:00.0000000,4900 NATOMAS BLVD,1,1A        ,145,459 PC  BURGLARY RESIDENCE,2204,38.6626053,-121.5080076
2006-01-03 19:55:00.0000000,2293 EDGEWATER RD,2,2C        ,602,10851 VC AUTO THEFT LOCATE,2404,38.6084813,-121.4619309
2006-01-03 19:58:00.0000000,935 RANCHO ROBLE WAY,1,1C        ,405,MISCELLANEOUS I RPT (ZMISC),7000,38.6319462,-121.4826112
2006-01-03 20:00:00.0000000,2521 ALTOS AVE,2,2B        ,551,10851(A)VC TAKE VEH W/O OWNER,2404,38.61216003,-121.4570454
2006-01-03 20:07:00.0000000,5218 MARTIN LUTHER KING JR BLVD,6,6A        ,1081,PROTECTIVE CUSTODY-I RPT,7000,38.5272962,-121.4652065
2006-01-03 20:18:00.0000000,5821 JACINTO AVE,5,5C        ,1651,459 PC  BURGLARY RESIDENCE,2204,38.44303164,-121.4363617
2006-01-03 20:19:00.0000000,2319 MARINA GLEN WAY,1,1B        ,473,10851(A)VC TAKE VEH W/O OWNER,2404,38.60376214,-121.5399288
2006-01-03 20:27:00.0000000,1726 16TH ST,3,3A        ,765,CASUALTY REPORT,7000,38.56953204,-121.4890204
2006-01-03 20:38:00.0000000,4551 MACK RD,5,5B        ,1603,484 PC   PETTY THEFT/INSIDE,2308,38.47531506,-121.4487485
2006-01-03 20:57:00.0000000,920 21ST ST,3,3B        ,736,CASUALTY REPORT,7000,38.57717555,-121.4782896
2006-01-03 21:00:00.0000000,2026 P ST,3,3B        ,766,484 PETTY THEFT/LICENSE PLATE,2399,38.56957983,-121.4818568
2006-01-03 21:00:00.0000000,2180 47TH AVE,4,4B        ,1333,10851(A)VC TAKE VEH W/O OWNER,2404,38.51016505,-121.4884492
2006-01-03 21:00:00.0000000,2523 BROADWAY,4,4A        ,908,459 PC  BURGLARY VEHICLE,2299,38.55850838,-121.4794507
2006-01-03 21:00:00.0000000,23RD ST / J ST,3,3B        ,737,459 PC  BURGLARY VEHICLE,2299,38.57562427,-121.4758978
2006-01-03 21:03:00.0000000,5 RESTORATION CT,5,5B        ,1602,WARRANT SERVED - I RPT,7000,38.48642245,-121.4568798
2006-01-03 21:16:00.0000000,1689 ARDEN WAY,2,2C        ,619,10851(A)VC TAKE VEH W/O OWNER,2404,38.60154457,-121.42747
2006-01-03 21:30:00.0000000,EL CAMINO AVE / VAN NESS ST,2,2C        ,567,10851 VC AUTO THEFT LOCATE,2404,38.61111345,-121.4323383
2006-01-03 21:30:00.0000000,3379 PAUMANOK WAY,1,1A        ,102,459 PC  BURGLARY RESIDENCE,2204,38.67744929,-121.5365419
2006-01-03 21:31:00.0000000,FERRAN AVE / MANORSIDE DR,5,5A        ,1502,TOWED/STORED VEHICLE,7000,38.48091284,-121.4916281
2006-01-03 21:41:00.0000000,2745 PORTOLA WAY,4,4A        ,928,TOWED/STORED VEH-14602.6,7000,38.5501848,-121.4768749
2006-01-03 21:44:00.0000000,2605 ALBATROSS WAY,2,2C        ,568,10851 VC AUTO THEFT LOCATE,2404,38.61319529,-121.4235266
2006-01-03 22:00:00.0000000,2486 18TH AVE,4,4B        ,958,10851(A)VC TAKE VEH W/O OWNER,2404,38.53600493,-121.4799575
2006-01-03 22:01:00.0000000,80 VILLAGE CIR,2,2A        ,238,10851(A)VC TAKE VEH W/O OWNER,2404,38.64244876,-121.4226037
2006-01-03 22:18:00.0000000,3831 58TH ST,6,6B        ,1056,5150 WI DANGER SELF/OTHERS,7000,38.5397347,-121.4384125
2006-01-03 22:20:00.0000000,4813 MACK RD,5,5B        ,1603,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.47435531,-121.448452
2006-01-03 22:20:00.0000000,LEMON HILL AVE / 63RD ST,6,6B        ,1412,TOWED/STORED VEHICLE,7000,38.51597101,-121.4299421
2006-01-03 22:22:00.0000000,1906 BOWLING GREEN DR,2,2C        ,606,5150 WI DANGER SELF/OTHERS,7000,38.60667473,-121.4226379
2006-01-03 22:43:00.0000000,16TH ST / F ST,3,3B        ,726,TOWED/STORED VEH-14602.6,7000,38.58248128,-121.4833164
2006-01-03 22:53:00.0000000,4801 PERRY AVE,6,6B        ,1084,245(A)(2) AWDW/FIREARM/CIVILIA,1315,38.53157177,-121.450006
2006-01-03 23:00:00.0000000,5604 FRANKLIN BLVD,4,4B        ,988,CASUALTY REPORT,7000,38.52420377,-121.4716718
2006-01-03 23:00:00.0000000,ALHAMBRA BLVD / BROADWAY,6,6A        ,1001,484 PETTY THEFT CLOUT UNLOCKED,2305,38.55612335,-121.4724356
2006-01-03 23:00:00.0000000,4101 WARREN AVE,4,4A        ,1202,476 PC PASS FICTICIOUS CHECK,2501,38.53747149,-121.5076255
2006-01-03 23:00:00.0000000,4508 53RD ST,6,6B        ,1064,484 PETTY THEFT CLOUT UNLOCKED,2305,38.53291921,-121.4446609
2006-01-03 23:07:00.0000000,3211 PAMELA DR,2,2B        ,545,3056 PAROLE VIO - I RPT,7000,38.62689633,-121.4378029
2006-01-03 23:39:00.0000000,7528 ABIDING PL,5,5B        ,1602,CHILD WELFARE - I RPT,7000,38.48474254,-121.4564244
2006-01-03 23:57:00.0000000,715 L ST,3,3M        ,742,LOST PROPERTY - I RPT,7000,38.57905171,-121.4976906
2006-01-04 00:00:00.0000000,4551 MACK RD,5,5B        ,1603,10851(A)VC TAKE VEH W/O OWNER,2404,38.47531506,-121.4487485
2006-01-04 00:00:00.0000000,1460 WOODRIDGE OAK WAY,1,1C        ,425,459 PC  BURGLARY VEHICLE,2299,38.61775373,-121.4947194
2006-01-04 00:00:00.0000000,6098 WINDBREAKER WAY,5,5C        ,1653,594(B)(2)(A) VANDALISM/ -$400,2999,38.44865752,-121.430088
2006-01-04 00:00:00.0000000,1570 RESPONSE RD,2,2C        ,626,459 PC  BURGLARY VEHICLE,2299,38.59829761,-121.4344803
2006-01-04 00:00:00.0000000,6241 RIVERSIDE BLVD,4,4C        ,1262,594(B)(1)PC  VANDALISM +$400,2999,38.51235896,-121.5339089
2006-01-04 00:00:00.0000000,17 LYLEWOOD CT,1,1A        ,348,594(B)(1)PC  VANDALISM +$400,2999,38.63582718,-121.5080524
2006-01-04 00:01:00.0000000,1 QUAY CT,4,4C        ,1265,459 PC  BURGLARY VEHICLE,2299,38.51282612,-121.5319557
2006-01-04 00:01:00.0000000,2808 AMERICAN AVE,1,1C        ,429,TELEPEST -I RPT,7000,38.61609551,-121.4714109
2006-01-04 00:01:00.0000000,2400 NORTHVIEW DR,1,1C        ,447,484 PETTY THEFT/LICENSE PLATE,2399,38.61011609,-121.478346
2006-01-04 00:01:00.0000000,2631 35TH ST,6,6A        ,1013,594(B)(2)(A) VANDALISM/ -$400,2999,38.5532147,-121.467488
2006-01-04 00:01:00.0000000,615 11TH ST,3,3A        ,724,459 PC  BURGLARY VEHICLE,2299,38.58378853,-121.4901707
2006-01-04 00:01:00.0000000,1709 W ST,3,3A        ,785,PETTY THEFT - I RPT,7000,38.56360559,-121.4894825
2006-01-04 00:01:00.0000000,625 DISPLAY WAY,2,2A        ,511,10855 VC LSE/RENT NOT RETURNED,2404,38.63995013,-121.4514665
2006-01-04 00:01:00.0000000,2501 52ND ST,6,6B        ,1017,459 PC  BURGLARY RESIDENCE,2204,38.55239225,-121.4444079
2006-01-04 00:06:00.0000000,PERRY AVE / STOCKTON BLVD,6,6B        ,1064,TOWED/STORED VEHICLE,7000,38.53139129,-121.4455607
2006-01-04 00:07:00.0000000,ROANOKE AVE / BRANCH ST,2,2A        ,513,MISCELLANEOUS I RPT (ZMISC),7000,38.63484756,-121.4438493
2006-01-04 00:20:00.0000000,2239 CASTRO WAY,4,4A        ,917,BOMBS/THREATS/EXPLOSIV- I RPT,7000,38.55490411,-121.485233
2006-01-04 00:29:00.0000000,BELL AVE / PINELL ST,2,2A        ,226,10851(A)VC TAKE VEH W/O OWNER,2404,38.64723814,-121.4199458
2006-01-04 00:50:00.0000000,Q ST / 65TH ST,3,3C        ,856,5150 WI DANGER SELF/OTHERS,7000,38.55280884,-121.4278994
2006-01-04 00:55:00.0000000,J ST / 29TH ST,3,3B        ,738,TOWED/STORED VEHICLE,7000,38.57348427,-121.4678719
2006-01-04 01:00:00.0000000,7608 TIERRA GLEN WAY,6,6C        ,1445,459 PC  BURGLARY RESIDENCE,2204,38.49980195,-121.4149165
2006-01-04 01:00:00.0000000,3218 DOROTEO WAY,1,1B        ,410,594(B)(1)PC  VANDALISM +$400,2999,38.62535356,-121.5104944
2006-01-04 01:20:00.0000000,3725 HAYWOOD ST,2,2A        ,514,459 PC  BURGLARY VEHICLE,2299,38.63577799,-121.4409047
2006-01-04 01:30:00.0000000,1000 FLORIN RD,4,4C        ,1287,422 PC THREAT/INTENT TO TERROR,1602,38.49324791,-121.5219586
2006-01-04 01:59:00.0000000,2101 L ST,3,3B        ,747,594(B)(1)PC  VANDALISM +$400,2999,38.57428281,-121.4792272
2006-01-04 02:04:00.0000000,X ST / STOCKTON BLVD,6,6B        ,1005,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.55347187,-121.4566492
2006-01-04 02:44:00.0000000,S LAND PARK DR / 58TH AVE,4,4C        ,1279,JUVENILE PROBLEMS - I RPT,7000,38.49814667,-121.5101504
2006-01-04 02:50:00.0000000,2204 16TH ST,3,3A        ,785,459 PC  BURGLARY BUSINESS,2203,38.5646481,-121.4911364
2006-01-04 03:00:00.0000000,1255 UNIVERSITY AVE,3,3C        ,876,459 PC  BURGLARY VEHICLE,2299,38.56162032,-121.415207
2006-01-04 03:41:00.0000000,3007 J ST,3,3C        ,831,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.57301361,-121.4658432
2006-01-04 03:44:00.0000000,AMHERST ST / MEADOWVIEW RD,5,5A        ,1391,11364 HS POSS DRUG PARAPH,3599,38.48131474,-121.5013123
2006-01-04 04:00:00.0000000,748 LAMPASAS AVE,2,2B        ,563,417(A)1) PC BRANDISH NON-GUN,5212,38.61448373,-121.4496149
2006-01-04 04:00:00.0000000,400 ALHAMBRA BLVD,3,3C        ,811,594(B)(2)(A) VANDALISM/ -$400,2999,38.57924878,-121.4626901
2006-01-04 04:30:00.0000000,401 I ST,3,3M        ,712,211 PC  ROBBERY UNSPECIFIED,1299,38.58370044,-121.5008344
2006-01-04 05:00:00.0000000,3010 FLORIN RD,5,5A        ,1365,VANDALISM - I RPT,7000,38.4957722,-121.472256
2006-01-04 05:00:00.0000000,1901 EXPEDITION WAY,5,5A        ,1512,459 PC  BURGLARY VEHICLE,2299,38.47392033,-121.49508
2006-01-04 05:32:00.0000000,1401 ALHAMBRA BLVD,3,3C        ,851,215(A) PC    CARJACKING,1212,38.5680901,-121.4670272
2006-01-04 06:00:00.0000000,MAIN AVE / RALEY BLVD,2,2A        ,216,10851(A)VC TAKE VEH W/O OWNER,2404,38.65460722,-121.4291378
2006-01-04 06:25:00.0000000,COSUMNES RIVER BLVD / BRUCEVILLE RD,5,5C        ,1639,TRAFFIC-ACCIDENT-NON INJURY,5400,38.45768744,-121.4176675
2006-01-04 06:30:00.0000000,4410 POWER INN RD,6,6C        ,1133,417(A)1) PC BRANDISH NON-GUN,5212,38.53499467,-121.4101636
2006-01-04 06:50:00.0000000,18TH ST / O ST P ST ALY,3,3B        ,766,211 PC ROBBERY-PURSE SNATCH,1210,38.57131092,-121.4851916
2006-01-04 07:01:00.0000000,FRANKLIN BLVD / CALVINE RD,5,NULL,1644,TRAFFIC-ACCIDENT INJURY,5400,38.44879933,-121.4445499
2006-01-04 07:10:00.0000000,3217 RIO LINDA BLVD,2,2B        ,523,459 PC  BURGLARY RESIDENCE,2204,38.62659902,-121.4467735
2006-01-04 07:10:00.0000000,29TH AVE / FRANKLIN BLVD,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.52659231,-121.4721784
2006-01-04 07:14:00.0000000,5385 FRANKLIN BLVD,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.52627076,-121.4715167
2006-01-04 07:20:00.0000000,4901 58TH ST,6,6B        ,1087,MISSING PERSON,7000,38.53103324,-121.4385055
2006-01-04 07:22:00.0000000,2836 WAH AVE,4,4B        ,1356,CASUALTY REPORT,7000,38.50102291,-121.474167
2006-01-04 07:25:00.0000000,645 FORD RD,2,2B        ,522,459 PC  BURGLARY RESIDENCE,2204,38.62935749,-121.4511384
2006-01-04 07:30:00.0000000,3381 LA CADENA WAY,1,1A        ,102,459 PC  BURGLARY RESIDENCE,2204,38.6813822,-121.53673
2006-01-04 07:30:00.0000000,2163 56TH AVE,4,4B        ,1353,459 PC  BURGLARY RESIDENCE,2204,38.50031738,-121.4870452
2006-01-04 07:30:00.0000000,18 ALDERBERRY CT,1,1A        ,113,459 PC  BURGLARY RESIDENCE,2204,38.66763857,-121.5211177
2006-01-04 07:32:00.0000000,NORTHGATE BLVD / PATIO AVE,1,1C        ,409,TRAFFIC-ACCIDENT-NON INJURY,5400,38.63338067,-121.4755257
2006-01-04 07:37:00.0000000,FRANKLIN BLVD / 26TH AVE,4,4B        ,969,TOWED/STORED VEHICLE,7000,38.52904451,-121.4727965
2006-01-04 07:45:00.0000000,INDIAN LN / WAH AVE,4,4B        ,1346,10851 VC AUTO THEFT LOCATE,2404,38.5012711,-121.4737948
2006-01-04 07:58:00.0000000,FRANKLIN BLVD / 24TH AVE,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.53092764,-121.473272
2006-01-04 07:58:00.0000000,3945 FRANKLIN BLVD,4,4B        ,958,TOWED/STORED VEH-14602.6,7000,38.53855659,-121.4746387
2006-01-04 08:00:00.0000000,3736 CLAY ST,2,2A        ,514,594(B)(2)(A) VANDALISM/ -$400,2999,38.6361631,-121.4393403
2006-01-04 08:00:00.0000000,807 LAKE FRONT DR,4,4C        ,1294,484G(B) PC ACCESS CARD FRAUD,2605,38.47856755,-121.5305244
2006-01-04 08:00:00.0000000,1796 TRIBUTE RD,2,2C        ,625,487(A) PC GRAND THEFT,2303,38.59873136,-121.4458175
2006-01-04 08:00:00.0000000,3611 TRUXEL RD,1,1A        ,337,484 PC  PETTY THEFT/ OUTSIDE,2309,38.63276571,-121.5061726
2006-01-04 08:00:00.0000000,1820 FRIENZA AVE,2,2C        ,568,459 PC  BURGLARY BUSINESS,2203,38.61199425,-121.4244182
2006-01-04 08:10:00.0000000,5100 61ST ST,6,6B        ,1087,459 PC  BURGLARY RESIDENCE,2204,38.52864267,-121.4347944
2006-01-04 08:15:00.0000000,2700 DEL PASO RD,1,1A        ,305,487(A) GRAND THEFT-CLOUT-UNLOC,2305,38.65543537,-121.5223763
2006-01-04 08:19:00.0000000,NORTHGATE BLVD / BOWMAN AVE,1,1C        ,429,TOWED/STORED VEH-14602.6,7000,38.61759982,-121.4755368
2006-01-04 08:45:00.0000000,3909 14TH AVE,6,6A        ,1042,459 PC  BURGLARY RESIDENCE,2204,38.53966389,-121.4634181
2006-01-04 08:45:00.0000000,TOLKIEN AVE / W STOCKTON BLVD,5,5C        ,1654,TRAFFIC-ACCIDENT INJURY,5400,38.44471524,-121.4052034
2006-01-04 08:48:00.0000000,FRANKLIN BLVD / 32ND AVE,4,4B        ,988,TOWED/STORED VEH-14602.6,7000,38.52367283,-121.471459
2006-01-04 08:56:00.0000000,FRANKLIN BLVD / FRUITRIDGE RD,4,4B        ,969,TOWED/STORED VEHICLE,7000,38.52488785,-121.4717471
2006-01-04 09:00:00.0000000,12TH AVE / 33RD ST,6,6A        ,1041,484 PC   PETTY THEFT/INSIDE,2308,38.54121247,-121.4711438
2006-01-04 09:00:00.0000000,8692 MELVILLE DR,5,5C        ,1654,459 PC  BURGLARY RESIDENCE,2204,38.44254818,-121.407243
2006-01-04 09:00:00.0000000,3161 L ST,3,3C        ,841,594(B)(2)(A) VANDALISM/ -$400,2999,38.57094664,-121.4642182
2006-01-04 09:12:00.0000000,8240 14TH AVE,6,6C        ,1134,10851 VC AUTO THEFT LOCATE,2404,38.53913744,-121.4019692
2006-01-04 09:21:00.0000000,27TH AVE / FRANKLIN BLVD,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.52799984,-121.4725316
2006-01-04 09:25:00.0000000,26TH AVE / FRANKLIN BLVD,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.52904451,-121.4727965
2006-01-04 09:37:00.0000000,FRANKLIN BLVD / FRUITRIDGE RD,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.52488785,-121.4717471
2006-01-04 09:45:00.0000000,1587 W EL CAMINO AVE,1,1B        ,435,484 PETTY THEFT-SHOPLIFT,2303,38.61346222,-121.4960693
2006-01-04 10:00:00.0000000,500 EMMONS ST,2,2A        ,236,10851 VC AUTO THEFT LOCATE,2404,38.64448295,-121.4269185
2006-01-04 10:00:00.0000000,1425 PEBBLEWOOD DR,1,1C        ,414,484 PC   PETTY THEFT/INSIDE,2308,38.62284309,-121.4937243
2006-01-04 10:10:00.0000000,8276 CENTER PKWY,5,5B        ,1633,530.5 PC USE PERSONAL ID INFO,2604,38.4599079,-121.4323661
2006-01-04 10:25:00.0000000,FRANKLIN BLVD / 26TH AVE,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.52904451,-121.4727965
2006-01-04 10:30:00.0000000,4086 DEER CROSS WAY,5,5B        ,1616,459 PC  BURGLARY RESIDENCE,2204,38.46866082,-121.4590371
2006-01-04 10:37:00.0000000,5180 VILLAGE STAR DR,5,5C        ,1644,10851 VC AUTO THEFT LOCATE,2404,38.45354132,-121.4422153
2006-01-04 10:44:00.0000000,9TH ST / O ST,3,3A        ,764,TRAFFIC-ACCIDENT INJURY,5400,38.57512017,-121.4972076
2006-01-04 10:50:00.0000000,5385 FRANKLIN BLVD,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.52627076,-121.4715167
2006-01-04 11:00:00.0000000,5518 SEYFERTH WAY,5,5C        ,1605,459 PC  BURGLARY RESIDENCE,2204,38.47587189,-121.4366615
2006-01-04 11:11:00.0000000,1924 SILICA AVE,2,2C        ,606,10851 VC AUTO THEFT LOCATE,2404,38.60846273,-121.422165
2006-01-04 11:17:00.0000000,5303 FRANKLIN BLVD,4,4B        ,969,5150 WI DANGER SELF/OTHERS,7000,38.52718667,-121.4712477
2006-01-04 11:20:00.0000000,4221 NORWOOD AVE,2,2A        ,232,211 PC ROBBERY- BUSINESS,1299,38.64444404,-121.4576293
2006-01-04 11:25:00.0000000,FRANKLIN BLVD / 10TH AVE,4,4A        ,937,TOWED/STORED VEH-14602.6,7000,38.54318603,-121.4758004
2006-01-04 11:30:00.0000000,NEW MARKET DR / NATOMAS BLVD,1,1A        ,145,TOWED/STORED VEH-14602.6,7000,38.65862177,-121.5120975
2006-01-04 11:38:00.0000000,3617 37TH ST,6,6A        ,1041,10851 VC AUTO THEFT LOCATE,2404,38.54156627,-121.4668617
2006-01-04 11:40:00.0000000,9TH ST / O ST,3,3A        ,764,5150 WI DANGER SELF/OTHERS,7000,38.57512017,-121.4972076
2006-01-04 11:41:00.0000000,1936 SILICA AVE,2,2C        ,606,TOWED/STORED VEHICLE,7000,38.60846198,-121.4220145
2006-01-04 11:44:00.0000000,7810 STOCKTON BLVD,5,5C        ,1624,211 PC ROBBERY- BUSINESS,1299,38.47403927,-121.4192423
2006-01-04 11:45:00.0000000,OCCIDENTAL DR / JULLIARD DR,3,3C        ,1116,TOWED/STORED VEHICLE,7000,38.54865343,-121.3932422
2006-01-04 12:00:00.0000000,4044 SEA DRIFT WAY,5,5B        ,1618,459 PC  BURGLARY RESIDENCE,2204,38.46528543,-121.4589055
2006-01-04 12:00:00.0000000,4050 FAWN CIR,5,5B        ,1616,653M(B) PC ANNOY/RPT CALL HOME,5307,38.47054773,-121.4597214
2006-01-04 12:00:00.0000000,101 KENNELFORD CIR,5,5C        ,1635,484J PC PUBLISH CARD INFO,2605,38.46386486,-121.4284754
2006-01-04 12:00:00.0000000,2715 O ST,3,3B        ,768,HARASSMENT - I RPT,7000,38.56881137,-121.4722229
2006-01-04 12:03:00.0000000,DEL PASO BLVD / LAMPASAS AVE,2,2B        ,564,23103(A) RECKLESS ON HIGHWAY,5499,38.61383575,-121.4450246
2006-01-04 12:10:00.0000000,6150 SKY CREEK DR,6,6C        ,1427,10851 VC AUTO THEFT LOCATE,2404,38.51582822,-121.3854335
2006-01-04 12:13:00.0000000,SOUTH AVE / MARYSVILLE BLVD,2,2B        ,516,TRAFFIC-ACCIDENT INJURY,5400,38.63292418,-121.4305962
2006-01-04 12:15:00.0000000,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,38.63862878,-121.3815598
2006-01-04 12:15:00.0000000,5383 FRANKLIN BLVD,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.52627076,-121.4715167
